2
-14 0 0 0 -13.1581 0.684438 -3.667 13.6766 13.6766 13.6766 
2
12 0 0 0 -4.11807 -12.2603 3.85918 13.4969 13.4969 13.4969 
-14 0 0 0 25.6021 2.21301 -40.8243 48.2389 48.2389 48.2389 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
0
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 21.5063 41.3837 -8.48105 47.4031 47.4031 47.4031 
-14 0 0 0 -13.1581 0.684438 -3.667 13.6766 13.6766 13.6766 
2
12 0 0 0 -4.11807 -12.2603 3.85918 13.4969 13.4969 13.4969 
-14 0 0 0 25.6021 2.21301 -40.8243 48.2389 48.2389 48.2389 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 21.5063 41.3837 -8.48105 47.4031 47.4031 47.4031 
-14 0 0 0 -13.1581 0.684438 -3.667 13.6766 13.6766 13.6766 
2
12 0 0 0 -4.11807 -12.2603 3.85918 13.4969 13.4969 13.4969 
-14 0 0 0 25.6021 2.21301 -40.8243 48.2389 48.2389 48.2389 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 21.5063 41.3837 -8.48105 47.4031 47.4031 47.4031 
-14 0 0 0 -13.1581 0.684438 -3.667 13.6766 13.6766 13.6766 
2
12 0 0 0 -4.11807 -12.2603 3.85918 13.4969 13.4969 13.4969 
-14 0 0 0 25.6021 2.21301 -40.8243 48.2389 48.2389 48.2389 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 21.5063 41.3837 -8.48105 47.4031 47.4031 47.4031 
-14 0 0 0 -13.1581 0.684438 -3.667 13.6766 13.6766 13.6766 
2
12 0 0 0 -4.11807 -12.2603 3.85918 13.4969 13.4969 13.4969 
-14 0 0 0 25.6021 2.21301 -40.8243 48.2389 48.2389 48.2389 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
2
2
2
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
2
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 21.5063 41.3837 -8.48105 47.4031 47.4031 47.4031 
-14 0 0 0 -13.1581 0.684438 -3.667 13.6766 13.6766 13.6766 
2
12 0 0 0 -4.11807 -12.2603 3.85918 13.4969 13.4969 13.4969 
-14 0 0 0 25.6021 2.21301 -40.8243 48.2389 48.2389 48.2389 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 21.5063 41.3837 -8.48105 47.4031 47.4031 47.4031 
-14 0 0 0 -13.1581 0.684438 -3.667 13.6766 13.6766 13.6766 
2
12 0 0 0 -4.11807 -12.2603 3.85918 13.4969 13.4969 13.4969 
-14 0 0 0 25.6021 2.21301 -40.8243 48.2389 48.2389 48.2389 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 21.5063 41.3837 -8.48105 47.4031 47.4031 47.4031 
-14 0 0 0 -13.1581 0.684438 -3.667 13.6766 13.6766 13.6766 
2
12 0 0 0 -4.11807 -12.2603 3.85918 13.4969 13.4969 13.4969 
-14 0 0 0 25.6021 2.21301 -40.8243 48.2389 48.2389 48.2389 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 21.5063 41.3837 -8.48105 47.4031 47.4031 47.4031 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 21.5063 41.3837 -8.48105 47.4031 47.4031 47.4031 
-14 0 0 0 -13.1581 0.684438 -3.667 13.6766 13.6766 13.6766 
2
12 0 0 0 -4.11807 -12.2603 3.85918 13.4969 13.4969 13.4969 
-14 0 0 0 25.6021 2.21301 -40.8243 48.2389 48.2389 48.2389 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 21.5063 41.3837 -8.48105 47.4031 47.4031 47.4031 
-14 0 0 0 -13.1581 0.684438 -3.667 13.6766 13.6766 13.6766 
2
12 0 0 0 -4.11807 -12.2603 3.85918 13.4969 13.4969 13.4969 
-14 0 0 0 25.6021 2.21301 -40.8243 48.2389 48.2389 48.2389 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 21.5063 41.3837 -8.48105 47.4031 47.4031 47.4031 
-14 0 0 0 -13.1581 0.684438 -3.667 13.6766 13.6766 13.6766 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 21.5063 41.3837 -8.48105 47.4031 47.4031 47.4031 
-14 0 0 0 -13.1581 0.684438 -3.667 13.6766 13.6766 13.6766 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 21.5063 41.3837 -8.48105 47.4031 47.4031 47.4031 
-14 0 0 0 -13.1581 0.684438 -3.667 13.6766 13.6766 13.6766 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 21.5063 41.3837 -8.48105 47.4031 47.4031 47.4031 
-14 0 0 0 -13.1581 0.684438 -3.667 13.6766 13.6766 13.6766 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 21.5063 41.3837 -8.48105 47.4031 47.4031 47.4031 
-14 0 0 0 -13.1581 0.684438 -3.667 13.6766 13.6766 13.6766 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 21.5063 41.3837 -8.48105 47.4031 47.4031 47.4031 
-14 0 0 0 -13.1581 0.684438 -3.667 13.6766 13.6766 13.6766 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 21.5063 41.3837 -8.48105 47.4031 47.4031 47.4031 
-14 0 0 0 -13.1581 0.684438 -3.667 13.6766 13.6766 13.6766 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 21.5063 41.3837 -8.48105 47.4031 47.4031 47.4031 
-14 0 0 0 -13.1581 0.684438 -3.667 13.6766 13.6766 13.6766 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 21.5063 41.3837 -8.48105 47.4031 47.4031 47.4031 
-14 0 0 0 -13.1581 0.684438 -3.667 13.6766 13.6766 13.6766 
2
12 0 0 0 6.90619 22.4542 -29.4563 37.6771 37.6771 37.6771 
-14 0 0 0 -1.42999 -40.5062 27.5628 49.0154 49.0154 49.0154 
2
12 0 0 0 21.5063 41.3837 -8.48105 47.4031 47.4031 47.4031 
-14 0 0 0 -13.1581 0.684438 -3.667 13.6766 13.6766 13.6766 
2
12 0 0 0 -4.11807 -12.2603 3.85918 13.4969 13.4969 13.4969 
-14 0 0 0 25.6021 2.21301 -40.8243 48.2389 48.2389 48.2389 
2
12 0 0 0 -16.1177 -0.183665 39.5476 42.7063 42.7063 42.7063 
-14 0 0 0 -6.56266 14.6145 -1.1295 16.0601 16.0601 16.0601 
